lat,long,sdmp,mtwm,sdmt,nmtaf,ndvi,mtcm,mp,mpcm,mph2om,mpwm,htwm,mpdm,ltcm,mt,atr
35.875,-93.875,0.646669984,26.20000076,8.644960403,9,0.800000012,2.200000048,3.099999905,1.799999952,4.300000191,2.700000048,32.59999847,1.799999952,-4.099999905,14.80830002,36.70000076
34.375,-96.125,0.932371974,28.29999924,8.814120293,9,0.684000015,3.900000095,2.875,1.399999976,4.699999809,2.299999952,34.79999924,1.399999976,-2.5,16.81669998,37.29999924
33.125,-84.625,0.720899999,26,7.310780048,11,0.727999985,6,3.583329916,4.099999905,4.699999809,4,32.29999924,2.400000095,-0.200000003,16.77499962,32.5
32.875,-87.125,0.864930987,27.20000076,7.554389954,12,0.76700002,6.599999905,3.808330059,4.400000095,5.300000191,4,33.20000076,2.400000095,0.699999988,17.68330002,32.5
32.625,-86.625,0.868079007,26.70000076,7.549849987,12,0.690999985,6,3.858330011,4.400000095,5.400000095,4,32.59999847,2.5,0.100000001,17.07500076,32.5
29.875,-93.375,0.803919971,27.89999962,6.363939762,12,0.342999995,10.80000019,3.841670036,3.799999952,5.099999905,4.5,32.59999847,2.599999905,5.900000095,20.2166996,26.70000076
35.375,-92.375,0.647314012,27.29999924,8.582360268,9,0.689999998,3.5,3.308330059,2.400000095,4.300000191,2.700000048,33.70000076,2.299999952,-2.5,16.13330078,36.20000076
30.125,-85.125,1.054970026,27.39999962,6.320219994,12,0.721000016,10.39999962,3.974999905,4,6,6,32.5,2.599999905,4.699999809,19.58329964,27.79999924
36.125,-78.125,0.400000006,25.10000038,8.264200211,9,0.688000023,2.299999952,3.099999905,2.900000095,3.900000095,3.5,31.79999924,2.5,-4.699999809,14.06669998,36.5
34.625,-78.875,0.878876984,26.60000038,7.730160236,11,0.69599998,5.400000095,3.383330107,3.200000048,5.099999905,5.099999905,32.29999924,2.299999952,-0.800000012,16.4083004,33.09999847
33.125,-92.375,0.654298007,27.89999962,7.975910187,11,0.741999984,5.800000191,3.641669989,3.5,4.5,3.099999905,33.90000153,2.599999905,-0.100000001,17.5333004,34
31.125,-85.125,0.824024022,27.10000038,6.808340073,12,0.589999974,8.800000191,3.858330011,4.5,4.900000095,4.900000095,33.20000076,2.200000048,2.5,18.70829964,30.70000076
35.375,-93.875,0.644499004,27.39999962,8.606349945,9,0.683000028,3.400000095,3.158329964,1.899999976,4.5,2.799999952,34,1.899999976,-2.799999952,16.17499924,36.79999924
31.125,-84.125,0.95389998,27,6.840030193,12,0.602999985,8.5,3.691669941,4.400000095,5,5,33.20000076,1.700000048,1.600000024,18.4666996,31.60000038
31.625,-90.125,0.82842499,27.20000076,7.216080189,12,0.726000011,7.5,4.108329773,4.400000095,5.300000191,3.799999952,33.09999847,2.799999952,1.299999952,18.19169998,31.79999924
32.375,-89.125,0.796725988,27,7.370880127,12,0.748000026,6.800000191,4.025000095,4.5,5.099999905,4.400000095,33.29999924,2.700000048,0.400000006,17.69169998,32.90000153
36.875,-78.375,0.323217988,25.20000076,8.381509781,9,0.753000021,2.200000048,2.991669893,2.900000095,3.599999905,3.400000095,31.5,2.5,-4.099999905,14.06669998,35.59999847
35.375,-96.125,0.978868008,28,9.055939674,9,0.734000027,2.900000095,2.799999952,1.299999952,4.599999905,2.5,34.40000153,1.299999952,-3.400000095,16.04999924,37.79999924
36.375,-79.875,0.332574993,25.10000038,8.175919533,9,0.736999989,2.5,3.016669989,2.799999952,3.700000048,3.700000048,31,2.599999905,-3.200000048,14.375,34.20000076
34.375,-87.875,0.726553023,26.10000038,7.995259762,10,0.750999987,4,3.866669893,4.099999905,5.099999905,3.799999952,32.09999847,2.700000048,-1.799999952,15.73330021,33.90000153
35.375,-82.125,0.389541,24.10000038,7.590519905,9,0.777999997,3.200000048,3.741669893,3.200000048,4.5,3.799999952,30.10000038,3.200000048,-2.799999952,14.11670017,32.90000153
31.625,-84.875,0.889671028,27,7.020420074,12,0.640999973,7.900000095,3.666670084,4.5,4.699999809,4.5,33.09999847,1.799999952,1.399999976,18.14170074,31.70000076
30.625,-90.125,0.794297993,27.39999962,6.669670105,12,0.665000021,9.300000191,4.400000095,4.5,5.599999905,5.099999905,33.40000153,2.599999905,3.099999905,19.05830002,30.29999924
30.375,-95.125,0.672118008,28.29999924,6.727570057,12,0.699999988,9.800000191,3.341670036,2.799999952,4.5,3,33.90000153,2.599999905,4.099999905,19.875,29.79999924
35.125,-86.875,0.656898022,25.20000076,8.361650467,9,0.734000027,2.200000048,3.833329916,3.799999952,5,4.099999905,31.39999962,2.700000048,-3.700000048,14.35830021,35.09999847
33.875,-94.625,0.687991977,27.79999924,8.291540146,11,0.737999976,4.900000095,3.333329916,2.299999952,4.599999905,2.799999952,34.09999847,2.099999905,-1.399999976,17.0333004,35.5
34.875,-95.625,0.933670998,27.70000076,8.886130333,9,0.713999987,3.099999905,3.008330107,1.5,4.900000095,2.599999905,34.20000076,1.5,-3.299999952,16.11669922,37.5
33.625,-93.625,0.521288991,27.70000076,8.061969757,11,0.750999987,5.5,3.558330059,2.799999952,4.199999809,3.299999952,34,2.5,-0.5,17.35829926,34.5
29.875,-94.875,0.782913983,28.39999962,6.482910156,12,0.584999979,10.80000019,3.474999905,3,5,3.599999905,32.59999847,2.400000095,6.300000191,20.4083004,26.29999924
34.875,-95.875,0.933670998,27.70000076,8.886130333,9,0.699000001,3.099999905,3.008330107,1.5,4.900000095,2.599999905,34.20000076,1.5,-3.299999952,16.11669922,37.5
31.375,-86.125,0.881587982,27.10000038,6.750800133,12,0.637000024,8.800000191,4.191669941,4.300000191,5.5,5.5,33.29999924,2.5,2.400000095,18.73329926,30.89999962
31.375,-87.875,0.85155803,27.70000076,6.892879963,12,0.75999999,9,4.316669941,4.199999809,5.5,5.5,33.29999924,2.5,3,19.10829926,30.29999924
30.125,-92.375,0.530579984,27.89999962,6.523990154,12,0.549000025,10.19999981,4.083330154,4.099999905,5,5,32.90000153,3.299999952,4.900000095,19.86669922,28
31.125,-89.625,0.920926988,27.29999924,6.908639908,12,0.711000025,8.5,4.258329868,4.900000095,5.5,4.300000191,33.29999924,2.400000095,2.200000048,18.625,31.10000038
30.875,-96.125,0.726553023,29.10000038,7.287660122,12,0.598999977,9.100000381,2.833329916,2.299999952,4.099999905,1.700000048,35.79999924,1.700000048,3.200000048,19.95829964,32.59999847
30.625,-86.375,1.041960001,27.20000076,6.433499813,12,0.578999996,9.699999809,4.425000191,4.199999809,6.300000191,6.300000191,33.29999924,3,3.099999905,19.10829926,30.20000076
38.875,-76.625,0.330633014,25.60000038,8.940150261,9,0.595000029,0.899999976,2.974999905,2.599999905,3.400000095,3.400000095,30.89999962,2.599999905,-3.799999952,13.6583004,34.70000076
35.875,-77.625,0.588268995,25.79999924,8.038149834,9,0.605000019,3.799999952,3.266669989,3.200000048,4.300000191,4.099999905,32.20000076,2.5,-2.799999952,15.14999962,35
33.375,-86.125,0.797533989,26.10000038,7.385749817,11,0.757000029,5.900000095,3.916670084,4.5,5.5,4.099999905,32.40000153,2.5,-0.300000012,16.67499924,32.70000076
32.625,-86.875,0.868079007,26.70000076,7.549849987,12,0.731999993,6,3.858330011,4.400000095,5.400000095,4,32.59999847,2.5,0.100000001,17.07500076,32.5
32.875,-82.125,0.637229025,26.89999962,7.052330017,12,0.649999976,7.599999905,3.133330107,3.400000095,4,4,33.40000153,2.099999905,0.899999976,17.80830002,32.5
36.125,-77.625,0.451512992,25.5,8.222820282,9,0.621999979,2.900000095,3.125,3.099999905,4,3.599999905,32,2.599999905,-3.900000095,14.57499981,35.90000153
31.625,-92.375,0.710259974,27.70000076,7.260029793,12,0.734000027,7.900000095,3.991669893,4.300000191,5.400000095,3.400000095,33.5,3.099999905,2.200000048,18.55830002,31.29999924
32.375,-84.125,0.803919971,27,7.138179779,12,0.677999973,7.5,3.441669941,4.199999809,4.400000095,4.099999905,33.20000076,1.799999952,0.800000012,17.99169922,32.40000153
29.875,-95.625,0.732161999,28.60000038,6.563000202,12,0.476000011,10.69999981,2.983330011,2.5,4.300000191,2.5,34.09999847,2.099999905,5.300000191,20.52499962,28.79999924
30.875,-89.375,0.783300996,27.5,6.725870132,12,0.690999985,9.199999809,4.308330059,4.400000095,5.300000191,5.099999905,32.90000153,2.5,3.400000095,19.14999962,29.5
35.125,-82.375,0.389541,24.10000038,7.590519905,9,0.782999992,3.200000048,3.741669893,3.200000048,4.5,3.799999952,30.10000038,3.200000048,-2.799999952,14.11670017,32.90000153
34.125,-82.875,0.501739025,26.20000076,7.597529888,11,0.736000001,5.400000095,3.441669941,4,4.400000095,3.900000095,32.5,2.799999952,-0.899999976,16.26670074,33.40000153
30.875,-93.125,0.499318004,27.79999924,6.868169785,12,0.713,9.100000381,3.875,3.900000095,4.900000095,4,33.20000076,3.099999905,3.700000048,19.25830078,29.5
31.125,-94.375,0.48515901,28.10000038,7.188539982,12,0.680000007,8.300000191,3.541670084,3.299999952,4.400000095,3.299999952,33.90000153,2.700000048,2.5,18.93330002,31.39999962
34.625,-84.375,0.587947011,23.70000076,7.67468977,9,0.834999979,2.599999905,4.375,4.699999809,5.5,4.699999809,29.70000076,3.299999952,-3,13.64999962,32.70000076
34.875,-86.375,0.743864,24.89999962,7.957819939,9,0.791000009,3,4.066669941,4.400000095,5.5,3.900000095,30.89999962,2.799999952,-2.599999905,14.7166996,33.5
30.875,-90.875,0.74080199,27.70000076,6.76211977,12,0.716000021,9.300000191,4.416669846,4.5,5.5,5.099999905,33.40000153,2.799999952,3.299999952,19.29170036,30.10000038
35.375,-84.625,0.557319999,25.20000076,8.165100098,9,0.713,2.799999952,3.816669941,4,4.800000191,4.199999809,31.10000038,2.799999952,-2.599999905,14.68330002,33.70000076
32.125,-83.875,0.729050994,27.29999924,7.205989838,12,0.578999996,7.599999905,3.233330011,4.099999905,4.199999809,3.799999952,33.79999924,1.700000048,0.699999988,18.1583004,33.09999847
34.375,-84.625,0.694730997,25.10000038,7.746960163,9,0.792999983,3.900000095,3.841670036,4.300000191,5.199999809,4.099999905,30.79999924,2.599999905,-1.899999976,15.25,32.70000076
30.375,-93.875,0.654124022,28.10000038,6.650690079,12,0.702000022,10.10000038,3.866669893,3.700000048,4.800000191,4.199999809,33.20000076,2.799999952,4.800000191,19.89170074,28.39999962
32.375,-87.375,0.886600971,27.39999962,7.308330059,12,0.684000015,7.5,3.866669893,4.400000095,5.5,4.099999905,33.29999924,2.299999952,1.5,18.24169922,31.79999924
31.875,-82.875,0.807305992,27.20000076,6.890490055,12,0.666000009,8.399999619,3.291670084,3.700000048,4.599999905,4.599999905,33.79999924,1.799999952,1.399999976,18.43330002,32.40000153
30.625,-85.625,0.976853013,27.20000076,6.490290165,12,0.64200002,9.699999809,4.216670036,4.300000191,6,6,33.20000076,2.700000048,3.200000048,19.125,30
33.875,-87.375,0.751312017,26.60000038,7.803319931,11,0.735000014,5.099999905,3.808330059,4.199999809,5.099999905,4,32.29999924,2.5,-0.600000024,16.54999924,32.90000153
26.875,-81.875,2.598370075,28.10000038,4.067349911,12,0.546999991,17.5,3.633330107,1.5,7.800000191,7.400000095,32.90000153,1,11.5,23.2833004,21.39999962
30.125,-84.875,1.167070031,27.39999962,6.378439903,12,0.70599997,10.5,4.125,3.900000095,6.400000095,6.400000095,32.59999847,2.5,4.400000095,19.64999962,28.20000076
32.625,-83.125,0.658452988,27,7.331850052,12,0.675000012,7,3.108330011,3.799999952,4.099999905,3.599999905,33.40000153,1.899999976,0.400000006,17.58329964,33
35.125,-96.625,1.002269983,28.20000076,9.087100029,9,0.721000016,3,2.549999952,1.100000024,4.5,2,34.70000076,1.100000024,-3.299999952,16.24169922,38
35.375,-92.625,0.648774981,27.39999962,8.498749733,9,0.69599998,3.799999952,3.25,2.200000048,4.300000191,2.599999905,34,2.200000048,-2.299999952,16.38330078,36.29999924
31.375,-85.375,0.824024022,27.10000038,6.808340073,12,0.556999981,8.800000191,3.858330011,4.5,4.900000095,4.900000095,33.20000076,2.200000048,2.5,18.70829964,30.70000076
36.875,-76.875,0.540131986,25.60000038,8.067009926,10,0.643999994,3.599999905,3.191669941,3.099999905,4.099999905,4.099999905,31,2.5,-2,14.97500038,33
33.125,-85.875,0.802788973,25.39999962,7.298749924,11,0.773000002,5.5,3.908329964,4.5,5.400000095,4.300000191,31.89999962,2.5,-0.899999976,16.14170074,32.79999924
33.375,-89.625,0.856481016,26.89999962,7.939330101,11,0.742999971,5.099999905,3.891669989,4.400000095,4.900000095,4,32.90000153,2.599999905,-0.899999976,16.92499924,33.79999924
30.875,-83.625,0.99220401,27.29999924,6.452670097,12,0.633000016,9.800000191,3.691669941,3.799999952,5.5,5.5,33.5,1.700000048,3,19.36669922,30.5
35.375,-86.375,0.645439029,25.10000038,8.186220169,9,0.745999992,2.5,3.875,3.900000095,5.099999905,4,31.20000076,2.799999952,-3.200000048,14.48330021,34.40000153
35.125,-76.625,0.737317026,26,7.422629833,12,0.400999993,6,3.599999905,3.599999905,5,5,30.79999924,2.700000048,0.400000006,16.39170074,30.39999962
31.375,-89.625,0.920926988,27.29999924,6.908639908,12,0.703000009,8.5,4.258329868,4.900000095,5.5,4.300000191,33.29999924,2.400000095,2.200000048,18.625,31.10000038
34.875,-76.875,0.856127977,26.39999962,7.176750183,12,0.63499999,7.099999905,3.775000095,3.799999952,5.5,5.5,30.5,2.5,1.700000048,17.17499924,28.79999924
32.125,-88.375,0.857940018,27.20000076,7.330510139,12,0.742999971,7.099999905,3.883330107,4.300000191,5.300000191,4.400000095,33.5,2.400000095,0.699999988,17.89999962,32.79999924
35.875,-78.875,0.420947999,25.60000038,7.945509911,9,0.652999997,3.799999952,3.058330059,3,3.700000048,3.700000048,31.29999924,2.400000095,-2,15.17500019,33.29999924
33.375,-93.125,0.475697011,27.89999962,7.885310173,12,0.76700002,6.099999905,3.541670084,3.200000048,4.199999809,3.200000048,34,2.700000048,0.300000012,17.70000076,33.70000076
34.625,-82.625,0.440728992,25.5,7.549890041,10,0.666999996,4.699999809,3.783329964,4.099999905,4.800000191,3.900000095,31.79999924,3.299999952,-1.600000024,15.5916996,33.40000153
32.125,-89.875,0.766336977,27.10000038,7.461430073,12,0.739000022,6.699999809,4,4.5,5,4.099999905,33.29999924,2.799999952,0.300000012,17.77499962,33
32.875,-82.375,0.637229025,26.89999962,7.052330017,12,0.674000025,7.599999905,3.133330107,3.400000095,4,4,33.40000153,2.099999905,0.899999976,17.80830002,32.5
35.125,-84.875,0.557319999,25.20000076,8.165100098,9,0.72299999,2.799999952,3.816669941,4,4.800000191,4.199999809,31.10000038,2.799999952,-2.599999905,14.68330002,33.70000076
31.125,-86.625,0.906374991,27.29999924,6.791880131,12,0.699000001,8.899999619,4.316669941,4.300000191,5.5,5.5,33.09999847,2.5,2.799999952,18.86669922,30.29999924
33.375,-79.625,1.058689952,27.20000076,7.056829929,12,0.75999999,7.900000095,3.491669893,3.200000048,5.5,4.900000095,32.29999924,2.099999905,2.099999905,18.06669998,30.20000076
27.375,-82.125,2.090869904,27.89999962,4.343530178,12,0.592000008,16.5,3.391669989,1.600000024,6.5,6.5,32.90000153,1.100000024,10.30000019,22.69169998,22.60000038
35.625,-93.875,0.646669984,26.20000076,8.644960403,9,0.74000001,2.200000048,3.099999905,1.799999952,4.300000191,2.700000048,32.59999847,1.799999952,-4.099999905,14.80830002,36.70000076
30.625,-89.875,0.864274025,27.39999962,6.629340172,12,0.713999987,9.399999619,4.316669941,4.400000095,5.5,5.199999809,33.09999847,2.400000095,3.400000095,19.0916996,29.70000076
32.375,-87.875,0.888648987,27.20000076,7.388949871,12,0.762000024,7.199999809,3.933330059,4.5,5.400000095,4.5,33.40000153,2.299999952,0.899999976,17.97500038,32.5
31.875,-85.625,0.865631998,26.89999962,7.058819771,12,0.694000006,7.699999809,3.875,4.199999809,5.199999809,4.800000191,33.09999847,2.099999905,1.399999976,18.08329964,31.70000076
34.625,-82.375,0.384846002,25.89999962,7.704440117,11,0.717999995,4.800000191,3.491669893,3.5,4.400000095,3.700000048,31.70000076,3.099999905,-1.100000024,15.82499981,32.79999924
30.125,-82.375,1.441480041,27.39999962,5.908770084,12,0.63499999,11.39999962,3.683330059,3.099999905,6.300000191,5.300000191,33.20000076,1.899999976,4.900000095,20.0916996,28.29999924
31.375,-95.125,0.558339,28.39999962,7.320059776,12,0.730000019,8.199999809,3.141669989,2.700000048,4.199999809,2.400000095,34.70000076,2.200000048,2.200000048,19.08329964,32.5
29.625,-95.875,0.732161999,28.60000038,6.563000202,12,0.546000004,10.69999981,2.983330011,2.5,4.300000191,2.5,34.09999847,2.099999905,5.300000191,20.52499962,28.79999924
33.375,-92.375,0.654298007,27.89999962,7.975910187,11,0.751999974,5.800000191,3.641669989,3.5,4.5,3.099999905,33.90000153,2.599999905,-0.100000001,17.5333004,34
29.625,-81.375,1.52560997,27.60000038,5.352169991,12,0.638000011,13.30000019,3.625,2.5,5.900000095,5.400000095,33,2,7.599999905,21.07500076,25.39999962
37.375,-80.125,0.344985992,21.79999924,8.271140099,7,0.763000011,-0.800000012,2.908329964,2.299999952,3.400000095,3.400000095,28.20000076,2.299999952,-6.5,10.95829964,34.70000076
33.125,-80.375,1.02820003,26.79999924,7.14880991,12,0.731000006,7.199999809,3.491669893,3.299999952,5.5,4.699999809,32.59999847,2.099999905,0.5,17.5,32.09999847
34.625,-86.875,0.730503976,25.79999924,8.119839668,10,0.614000022,3.400000095,3.950000048,4.199999809,5.300000191,4,31.5,2.700000048,-2,15.3416996,33.5
33.625,-95.875,0.853290975,28,8.567520142,10,0.574000001,4.400000095,3.041670084,1.700000048,4.800000191,2.299999952,34.59999847,1.700000048,-2,16.93330002,36.59999847
32.125,-81.375,1.210899949,27.5,6.753719807,12,0.681999981,9.100000381,3.391669989,3,5.800000191,5,32.90000153,1.899999976,3,18.89999962,29.89999962
27.375,-81.375,2.034849882,27.89999962,4.16576004,12,0.555000007,16.89999962,3.466670036,1.600000024,6.599999905,5.900000095,32.90000153,1.5,10.69999981,22.95829964,22.20000076
37.375,-80.375,0.344985992,21.79999924,8.271140099,7,0.814999998,-0.800000012,2.908329964,2.299999952,3.400000095,3.400000095,28.20000076,2.299999952,-6.5,10.95829964,34.70000076
30.875,-86.875,0.988225996,27.5,6.538340092,12,0.671999991,9.800000191,4.425000191,4.199999809,6.099999905,6.099999905,32.90000153,3,3.900000095,19.35829926,29
37.875,-76.875,0.357071012,25.39999962,8.413350105,9,0.680000007,2.200000048,3.075000048,2.900000095,3.700000048,3.700000048,31.29999924,2.5,-3.400000095,14.20829964,34.70000076
29.875,-83.125,1.43464005,27.60000038,5.781340122,12,0.653999984,12.19999981,3.900000095,3.400000095,6.199999809,6.199999809,33.09999847,1.799999952,6,20.67499924,27.10000038
31.625,-90.375,0.82842499,27.20000076,7.216080189,12,0.717999995,7.5,4.108329773,4.400000095,5.300000191,3.799999952,33.09999847,2.799999952,1.299999952,18.19169998,31.79999924
33.875,-95.625,0.853290975,28,8.567520142,10,0.652999997,4.400000095,3.041670084,1.700000048,4.800000191,2.299999952,34.59999847,1.700000048,-2,16.93330002,36.59999847
34.875,-79.375,0.735876977,26.39999962,7.764659882,10,0.626999974,5.199999809,3.283329964,3.200000048,4.599999905,4.599999905,32.40000153,2.400000095,-1.100000024,16.20829964,33.5
30.375,-96.375,0.747672975,29.29999924,6.961130142,12,0.546000004,10.19999981,2.891669989,2.5,4.199999809,2.099999905,35.90000153,1.799999952,4.5,20.54999924,31.39999962
32.375,-91.375,0.888777018,27.70000076,7.28553009,12,0.649999976,7.699999809,3.808330059,4.300000191,5.099999905,3.099999905,33.5,2.5,1.799999952,18.49169922,31.70000076
30.375,-94.625,0.719164014,28.20000076,6.703660011,12,0.726000011,9.800000191,3.741669893,3.200000048,4.800000191,3.700000048,33.40000153,2.799999952,4.5,19.85000038,28.89999962
34.625,-86.375,0.743864,24.89999962,7.957819939,9,0.745999992,3,4.066669941,4.400000095,5.5,3.900000095,30.89999962,2.799999952,-2.599999905,14.7166996,33.5
37.375,-79.875,0.325668991,24.39999962,8.321980476,9,0.768999994,1.5,2.866669893,2.299999952,3.400000095,3.400000095,30.5,2.299999952,-3.900000095,13.44169998,34.40000153
33.125,-86.375,0.797533989,26.10000038,7.385749817,11,0.760999978,5.900000095,3.916670084,4.5,5.5,4.099999905,32.40000153,2.5,-0.300000012,16.67499924,32.70000076
31.375,-86.875,0.906374991,27.29999924,6.791880131,12,0.74000001,8.899999619,4.316669941,4.300000191,5.5,5.5,33.09999847,2.5,2.799999952,18.86669922,30.29999924
33.125,-80.125,1.02820003,26.79999924,7.14880991,12,0.680000007,7.199999809,3.491669893,3.299999952,5.5,4.699999809,32.59999847,2.099999905,0.5,17.5,32.09999847
32.125,-93.625,0.536189973,28.20000076,7.562709808,12,0.684000015,7.5,3.325000048,3.299999952,4.199999809,3,34,2.200000048,1.799999952,18.5,32.20000076
34.625,-79.625,0.688872993,26.20000076,7.807569981,9,0.574000001,4.800000191,3.299999952,3.299999952,4.599999905,4.599999905,32.40000153,2.5,-1.600000024,15.89999962,34
33.625,-96.625,0.918621004,28.60000038,8.691459656,11,0.568000019,4.599999905,2.724999905,1.5,4.400000095,1.899999976,35.20000076,1.5,-1.799999952,17.2833004,37
33.125,-83.875,0.635978997,26.89999962,7.482520103,12,0.75,6.400000095,3.258330107,3.900000095,4.199999809,3.599999905,32.79999924,2.200000048,0.300000012,17.19169998,32.5
33.125,-89.875,0.856481016,26.89999962,7.939330101,11,0.736000001,5.099999905,3.891669989,4.400000095,4.900000095,4,32.90000153,2.599999905,-0.899999976,16.92499924,33.79999924
36.875,-80.625,0.341120988,21.60000038,7.992619991,8,0.786000013,-0.300000012,3.099999905,2.599999905,3.599999905,3.599999905,28,2.599999905,-6.300000191,11.17500019,34.29999924
36.375,-78.375,0.400000006,25.10000038,8.264200211,9,0.68900001,2.299999952,3.099999905,2.900000095,3.900000095,3.5,31.79999924,2.5,-4.699999809,14.06669998,36.5
32.125,-83.375,0.693421006,27.39999962,7.184430122,12,0.643999994,7.699999809,3.141669989,3.799999952,4,4,33.70000076,1.799999952,1.299999952,18.31669998,32.40000153
34.375,-85.875,0.784895003,24.89999962,7.663290024,9,0.730000019,3.799999952,4.083330154,4.699999809,5.5,4.199999809,30.89999962,2.599999905,-2.200000048,15.06669998,33.09999847
32.625,-96.125,0.788938999,28.5,8.299289703,11,0.605000019,5.599999905,2.733330011,1.799999952,4.5,2,35,1.700000048,-0.600000024,17.79999924,35.59999847
35.125,-91.875,0.624439001,27.39999962,8.74407959,9,0.676999986,3.099999905,3.391669989,2.599999905,4.300000191,2.799999952,33.70000076,2.599999905,-2.599999905,16.04170036,36.29999924
34.375,-86.125,0.77165699,25.39999962,7.72811985,10,0.700999975,4,4.050000191,4.5,5.5,4,31.29999924,2.599999905,-1.700000048,15.42500019,33
32.375,-87.625,0.888648987,27.20000076,7.388949871,12,0.704999983,7.199999809,3.933330059,4.5,5.400000095,4.5,33.40000153,2.299999952,0.899999976,17.97500038,32.5
35.875,-93.125,0.613237977,25.89999962,8.490969658,9,0.82099998,2.299999952,3.183330059,1.899999976,4.199999809,2.700000048,32.5,1.899999976,-3.799999952,14.72500038,36.29999924
32.125,-88.125,0.857940018,27.20000076,7.330510139,12,0.753000021,7.099999905,3.883330107,4.300000191,5.300000191,4.400000095,33.5,2.400000095,0.699999988,17.89999962,32.79999924
34.375,-78.375,1.160300016,26.70000076,7.361370087,12,0.68599999,6.599999905,3.691669941,3.400000095,5.900000095,5.900000095,31.79999924,2.299999952,0.5,17.06669998,31.29999924
36.625,-78.625,0.257463992,25.10000038,8.326450348,9,0.713999987,2.200000048,2.941669941,2.700000048,3.400000095,3.400000095,31.20000076,2.599999905,-3.799999952,14.06669998,35
30.375,-84.625,1.167070031,27.39999962,6.378439903,12,0.699000001,10.5,4.125,3.900000095,6.400000095,6.400000095,32.59999847,2.5,4.400000095,19.64999962,28.20000076
33.625,-91.375,0.847276986,27.79999924,8.353380203,11,0.513000011,4.599999905,3.616669893,3.400000095,4.699999809,3.299999952,33.70000076,2.099999905,-1,17.05830002,34.70000076
35.125,-95.625,0.922899008,28,9.075489998,9,0.657000005,2.799999952,2.891669989,1.399999976,4.699999809,2.299999952,34.40000153,1.399999976,-3.5,16.04999924,37.90000153
36.875,-77.625,0.345095992,25.39999962,8.347249985,9,0.70599997,2.5,3.049999952,3,3.700000048,3.5,31.60000038,2.599999905,-3.799999952,14.32499981,35.40000153
36.125,-81.625,0.348589987,20.70000076,7.643929958,7,0.834999979,-0.200000003,3.283329964,2.799999952,3.700000048,3.599999905,26.79999924,2.599999905,-6.199999809,10.73330021,33
30.125,-95.125,0.672118008,28.29999924,6.727570057,12,0.619000018,9.800000191,3.341670036,2.799999952,4.5,3,33.90000153,2.599999905,4.099999905,19.875,29.79999924
35.875,-96.125,0.976504028,28.29999924,9.288200378,9,0.702000022,2.5,2.708329916,1.200000048,4.5,2.200000048,34.5,1.200000048,-3.599999905,16.01670074,38.09999847
30.375,-94.375,0.684183002,28.20000076,6.68927002,12,0.684000015,9.899999619,3.858330011,3.599999905,4.900000095,4,33.29999924,2.799999952,4.599999905,19.89170074,28.70000076
29.875,-91.625,1.140840054,27.70000076,6.239759922,12,0.644999981,10.89999962,4.283329964,3.799999952,6.400000095,5.900000095,32.40000153,2.799999952,5.599999905,20.10000038,26.79999924
34.375,-82.625,0.501739025,26.20000076,7.597529888,11,0.714999974,5.400000095,3.441669941,4,4.400000095,3.900000095,32.5,2.799999952,-0.899999976,16.26670074,33.40000153
37.125,-77.125,0.36045,25.5,8.358240128,9,0.702000022,2.5,3.041670084,3,3.700000048,3.700000048,31.39999962,2.599999905,-3.299999952,14.47500038,34.70000076
34.125,-86.125,0.77165699,25.39999962,7.72811985,10,0.722000003,4,4.050000191,4.5,5.5,4,31.29999924,2.599999905,-1.700000048,15.42500019,33
30.375,-94.875,0.719164014,28.20000076,6.703660011,12,0.726999998,9.800000191,3.741669893,3.200000048,4.800000191,3.700000048,33.40000153,2.799999952,4.5,19.85000038,28.89999962
31.375,-89.375,0.71223098,27.29999924,6.863090038,12,0.658999979,8.600000381,4.099999905,4.5,5,4.400000095,33.29999924,2.599999905,2.299999952,18.67499924,31
35.625,-79.375,0.38963899,25.20000076,7.990839958,9,0.754999995,3.200000048,3.150000095,3.099999905,3.599999905,3.599999905,31.5,2.599999905,-3,14.64169979,34.5
29.625,-83.125,1.43464005,27.60000038,5.781340122,12,0.667999983,12.19999981,3.900000095,3.400000095,6.199999809,6.199999809,33.09999847,1.799999952,6,20.67499924,27.10000038
34.875,-77.375,0.990714014,26.29999924,7.295760155,12,0.699000001,6.5,3.716670036,3.599999905,5.699999809,5.699999809,31.20000076,2.599999905,0.800000012,16.79170036,30.39999962
36.875,-80.125,0.326018006,23.10000038,8.133469582,9,0.810000002,0.800000012,3.058330059,2.5,3.599999905,3.599999905,29.39999962,2.5,-5,12.43330002,34.40000153
35.375,-78.125,0.744831026,26.39999962,7.853139877,11,0.626999974,4.699999809,3.424999952,3.299999952,5,5,32.09999847,2.400000095,-1.200000048,16.04999924,33.29999924
34.125,-92.625,0.560572982,27.79999924,8.252470016,11,0.755999982,4.900000095,3.583329916,2.900000095,4.300000191,3.099999905,33.90000153,2.700000048,-1,17.11669922,34.90000153
31.125,-86.125,0.881587982,27.10000038,6.750800133,12,0.643999994,8.800000191,4.191669941,4.300000191,5.5,5.5,33.29999924,2.5,2.400000095,18.73329926,30.89999962
31.375,-83.125,0.894258022,27.10000038,6.663259983,12,0.646000028,8.899999619,3.483330011,3.900000095,5,5,33.59999847,1.700000048,1.899999976,18.70829964,31.70000076
